kind,emd_a,pdb_a,chain_a,len_a,emd_b,pdb_b,chain_b,len_b,fident
homolog,34041,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/34041/7yr0.pdb,C,126,4778,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/4778/6rak.pdb,C,136,0.428
homolog,0855,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/0855/6la4.pdb,A,285,12596,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/12596/7nun.pdb,1,293,0.416
homolog,25982,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/25982/7tl0.pdb,J,228,31060,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31060/7ecy.pdb,E,216,0.549
homolog,26202,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/26202/7tz5.pdb,L,108,32983,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32983/7x3c.pdb,H,118,0.309
homolog,30393,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30393/7ckx.pdb,R,453,30410,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30410/7cmu.pdb,R,545,0.314
homolog,25776,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/25776/7taj.pdb,C,247,32250,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32250/7w14.pdb,C,238,0.457
homolog,15543,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/15543/8anw.pdb,A,300,34119,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/34119/7yv7.pdb,A,297,0.391
homolog,21848,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/21848/6wm3.pdb,H,226,25998,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/25998/7tmp.pdb,G,233,0.334
homolog,26163,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/26163/7ty0.pdb,N,218,31380,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31380/7eya.pdb,L,213,0.567
homolog,32398,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32398/7wbh.pdb,O,118,32666,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32666/7wp1.pdb,H,131,0.530
homolog,22839,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/22839/7kej.pdb,J,231,26720,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/26720/7urx.pdb,H,252,0.364
homolog,24318,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/24318/7r8m.pdb,E,218,3953,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/3953/6eti.pdb,C,214,0.429
homolog,11720,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/11720/7ad3.pdb,F,423,31347,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31347/7ew4.pdb,B,356,0.365
homolog,27965,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/27965/8e9i.pdb,D,442,4345,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/4345/6g2j.pdb,D,463,0.417
homolog,10463,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/10463/6td5.pdb,K,206,4738,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/4738/6r70.pdb,J,196,0.398
homolog,10463,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/10463/6td5.pdb,B,231,4877,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/4877/6rgq.pdb,D,248,0.430
homolog,0855,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/0855/6la4.pdb,A,285,20458,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/20458/6psf.pdb,A,279,0.377
homolog,25730,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/25730/7t6x.pdb,D,229,32435,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32435/7wd9.pdb,E,217,0.476
homolog,13202,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/13202/7p5v.pdb,G,144,22491,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/22491/7jv2.pdb,L,110,0.323
homolog,20795,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/20795/6ujb.pdb,F,219,31391,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31391/7ezv.pdb,N,234,0.586
homolog,31448,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31448/7f4d.pdb,N,160,33019,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/33019/7x6a.pdb,G,119,0.472
homolog,24504,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/24504/7rkv.pdb,F,217,4246,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/4246/6feq.pdb,D,221,0.320
homolog,11250,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/11250/6zki.pdb,1,464,13238,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/13238/7p7k.pdb,F,439,0.443
homolog,25570,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/25570/7szj.pdb,E,91,33516,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/33516/7xyb.pdb,E,88,0.546
homolog,30566,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30566/7d3s.pdb,A,380,31918,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31918/7vdh.pdb,A,354,0.384
homolog,15161,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/15161/8a57.pdb,K,178,15558,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/15558/8ap4.pdb,g,177,0.462
homolog,31350,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31350/7ewk.pdb,3,222,9955,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/9955/6kac.pdb,S,289,0.387
homolog,20100,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/20100/6okp.pdb,N,212,31014,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31014/7e8c.pdb,D,221,0.307
homolog,14143,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/14143/7qtk.pdb,B,228,30702,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30702/7dk4.pdb,a,214,0.529
homolog,30287,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30287/7c4t.pdb,C,240,7638,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/7638/6cvb.pdb,B,247,0.497
homolog,25177,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/25177/7sk9.pdb,E,215,30303,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30303/7c80.pdb,L,221,0.554
homolog,13389,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/13389/7pg9.pdb,D,248,31727,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31727/7v5m.pdb,C,261,0.346
homolog,21257,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/21257/6vo1.pdb,G,118,31556,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31556/7fej.pdb,H,126,0.554
homolog,30192,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30192/7bu8.pdb,G,132,4779,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/4779/6ral.pdb,C,136,0.416
homolog,13130,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/13130/7ozo.pdb,E,210,3958,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/3958/6eu3.pdb,E,215,0.445
homolog,0894,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/0894/6lhp.pdb,A,297,10222,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/10222/6sk7.pdb,A,298,0.396
homolog,13017,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/13017/7ope.pdb,F,209,30215,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30215/7bv8.pdb,D,209,0.507
homolog,23127,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23127/7l2f.pdb,G,236,30519,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30519/7czw.pdb,L,217,0.336
homolog,22493,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/22493/7jv5.pdb,N,135,32517,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32517/7wi0.pdb,D,107,0.315
homolog,0894,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/0894/6lhp.pdb,C,242,30321,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30321/7c9y.pdb,C,238,0.470
homolog,22509,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/22509/7jvp.pdb,N,135,31679,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31679/7v3h.pdb,G,127,0.464
homolog,11241,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/11241/6zk9.pdb,e,99,11614,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/11614/7a23.pdb,Q,97,0.535
homolog,12218,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/12218/7bl5.pdb,R,103,24950,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/24950/7sae.pdb,R,102,0.456
homolog,12595,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/12595/7num.pdb,3,232,32970,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32970/7x2t.pdb,C,238,0.510
homolog,11878,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/11878/7arb.pdb,Q,154,32303,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32303/7w4f.pdb,L,125,0.463
homolog,14885,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/14885/7zr7.pdb,E,109,22699,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/22699/7k7h.pdb,L,114,0.416
homolog,23836,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23836/7mhy.pdb,N,207,30994,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30994/7e5s.pdb,D,210,0.595
homolog,25847,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/25847/7tej.pdb,E,260,8662,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/8662/5vfo.pdb,H,232,0.328
homolog,11261,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/11261/6zkt.pdb,e,99,12742,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/12742/7o71.pdb,f,87,0.349
homolog,23364,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23364/7li9.pdb,C,110,32445,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32445/7web.pdb,I,107,0.590
homolog,12171,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/12171/7bg6.pdb,3,236,3747,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/3747/5o5b.pdb,3,238,0.437
homolog,24504,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/24504/7rkv.pdb,F,217,26195,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/26195/7tyv.pdb,E,233,0.418
homolog,14190,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/14190/7qwp.pdb,A,329,4230,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/4230/6fbv.pdb,A,347,0.436
homolog,0645,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/0645/6o7u.pdb,c,213,21348,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/21348/6vqc.pdb,b,205,0.548
homolog,11811,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/11811/7ak6.pdb,N,345,14140,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/14140/7qso.pdb,N,347,0.571
homolog,20466,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/20466/6psw.pdb,G,329,32063,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32063/7vpd.pdb,A,340,0.432
homolog,23093,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23093/7kzz.pdb,D,238,25403,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/25403/7srs.pdb,P,209,0.314
homolog,11321,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/11321/6zok.pdb,X,143,14581,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/14581/7zai.pdb,N,147,0.578
homolog,10258,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/10258/6sni.pdb,L,217,21383,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/21383/6vtt.pdb,L,217,0.412
homolog,22993,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/22993/7kqb.pdb,J,214,27024,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/27024/8cw9.pdb,B,216,0.471
homolog,23816,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23816/7mfg.pdb,E,120,33481,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/33481/8hj2.pdb,N,149,0.468
homolog,20100,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/20100/6okp.pdb,L,214,23875,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23875/7mjj.pdb,E,214,0.410
homolog,32553,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32553/7wjz.pdb,C,214,9827,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/9827/6jhq.pdb,D,221,0.310
homolog,23899,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23899/7mkm.pdb,H,113,30895,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30895/7dx4.pdb,H,124,0.411
homolog,22032,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/22032/6x3t.pdb,I,213,23694,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23694/7m6f.pdb,D,217,0.474
homolog,25417,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/25417/7ssz.pdb,E,126,30487,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30487/7cwt.pdb,L,120,0.421
homolog,10322,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/10322/6swc.pdb,L,102,25537,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/25537/7syq.pdb,V,119,0.420
homolog,22737,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/22737/7k90.pdb,L,216,23914,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23914/7mlz.pdb,L,215,0.437
homolog,22659,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/22659/7k43.pdb,C,125,26490,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/26490/7ugn.pdb,J,106,0.324
homolog,11876,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/11876/7ar8.pdb,Q,154,32205,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32205/7vyh.pdb,L,125,0.463
homolog,10543,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/10543/6tpq.pdb,n,103,15533,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/15533/8ana.pdb,t,104,0.460
homolog,27440,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/27440/8dim.pdb,C,240,9294,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/9294/6myy.pdb,D,233,0.304
homolog,0917,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/0917/6lmk.pdb,N,138,24697,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/24697/7ru5.pdb,D,125,0.473
homolog,23792,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23792/7mem.pdb,J,107,32516,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32516/7whz.pdb,L,110,0.523
homolog,25621,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/25621/7t2p.pdb,L,232,31014,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31014/7e8c.pdb,D,221,0.316
unrelated,32211,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32211/7vyq.pdb,A,280,4837,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/4837/6re0.pdb,4,294,0.000
unrelated,13078,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/13078/7oui.pdb,c,459,32512,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32512/7whv.pdb,B,414,0.000
unrelated,12450,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/12450/7nky.pdb,I,122,24950,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/24950/7sae.pdb,Q,119,0.000
unrelated,11765,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/11765/7afh.pdb,M,118,4638,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/4638/6qul.pdb,Q,115,0.000
unrelated,4352,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/4352/6g5h.pdb,Z,125,7774,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/7774/6cxc.pdb,G,118,0.000
unrelated,12251,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/12251/7nax.pdb,N,101,6929,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/6929/5zgb.pdb,E,94,0.000
unrelated,31226,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31226/7eo4.pdb,E,247,4877,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/4877/6rgq.pdb,L,204,0.000
unrelated,30488,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30488/7cwu.pdb,J,120,32806,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32806/7wtz.pdb,W,130,0.000
unrelated,31040,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31040/7ea8.pdb,L,245,32129,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32129/7vui.pdb,A,261,0.000
unrelated,22898,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/22898/7kjr.pdb,C,210,23836,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23836/7mhy.pdb,N,207,0.000
unrelated,9934,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/9934/6k7i.pdb,C,361,9998,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/9998/6kiu.pdb,R,334,0.000
unrelated,31076,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31076/7eeb.pdb,I,216,9670,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/9670/6igz.pdb,0,245,0.000
unrelated,30783,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30783/7dnh.pdb,L,214,33148,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/33148/7xdi.pdb,E,210,0.000
unrelated,12857,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/12857/7oe1.pdb,H,129,32801,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32801/7wtu.pdb,M,132,0.000
unrelated,0243,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/0243/6hma.pdb,M,119,23244,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23244/7l9p.pdb,X,99,0.000
unrelated,23508,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23508/7lsx.pdb,F,234,32265,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32265/7w2r.pdb,P,208,0.000
unrelated,23906,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23906/7ml2.pdb,O,240,4872,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/4872/6rfq.pdb,I,229,0.000
unrelated,14781,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/14781/7zli.pdb,H,236,9358,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/9358/6neq.pdb,K,197,0.000
unrelated,32187,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32187/7vxs.pdb,W,113,32303,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32303/7w4f.pdb,H,112,0.000
unrelated,30672,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30672/7dge.pdb,C,123,6974,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/6974/5zwo.pdb,M,126,0.000
unrelated,30833,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30833/7dsh.pdb,B,414,7319,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/7319/6bzo.pdb,A,347,0.000
unrelated,33479,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/33479/7xv3.pdb,A,361,6805,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/6805/5y4o.pdb,A,349,0.000
unrelated,11810,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/11810/7ak5.pdb,B,224,13777,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/13777/7q21.pdb,E,205,0.000
unrelated,0146,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/0146/6h67.pdb,N,233,10586,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/10586/6tu3.pdb,D,254,0.000
unrelated,3947,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/3947/6esf.pdb,D,122,7109,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/7109/6bk8.pdb,a,110,0.000
unrelated,24989,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/24989/7sbv.pdb,H,116,33047,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/33047/7x7t.pdb,L,111,0.000
unrelated,26966,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/26966/8csp.pdb,S,190,30852,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30852/7dte.pdb,B,200,0.000
unrelated,14140,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/14140/7qso.pdb,C,266,33416,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/33416/7xrp.pdb,A,283,0.000
unrelated,21644,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/21644/6wdr.pdb,W,129,32264,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32264/7w2l.pdb,v,131,0.000
unrelated,31561,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31561/7fer.pdb,A,202,32372,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32372/7w9t.pdb,B,218,0.000
unrelated,27526,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/27526/8dm4.pdb,L,238,9647,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/9647/6id1.pdb,P,229,0.000
unrelated,24735,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/24735/7rye.pdb,F,343,31387,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31387/7ezh.pdb,A,354,0.000
unrelated,4738,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/4738/6r70.pdb,L,213,7348,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/7348/6c6l.pdb,C,213,0.000
unrelated,32804,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32804/7wtx.pdb,X,143,9362,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/9362/6nf8.pdb,R,143,0.000
unrelated,34308,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/34308/8gwb.pdb,G,117,4813,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/4813/6rdc.pdb,5,123,0.000
unrelated,32660,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32660/7wov.pdb,D,247,4981,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/4981/6rqf.pdb,A,215,0.000
unrelated,4837,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/4837/6re0.pdb,5,123,7774,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/7774/6cxc.pdb,J,122,0.000
